,Country Id,SMS ID,Period Group,Period ID,Planned  Audit Date,Visit Audit date,LAD
2521,32,4700029939,1,FOOD_1197, 11/18/2021, 11/23/2021, 11/23/2021
2522,32,4700012745,3,MONT_1201, 12/01/2021, 12/01/2021, 12/01/2021
2524,32,4700007010,3,MONT_1201, 12/01/2021, 12/03/2021, 12/03/2021
2525,32,4700034828,3,MONT_1201, 12/21/2021, 12/17/2021, 12/17/2021
2526,32,4700032880,1,FOOD_1197, 11/09/2021, 11/09/2021, 11/09/2021
2527,32,4700044559,3,MONT_1201, 12/27/2021, , 12/27/2021
2528,32,4700002646,3,MONT_1201, 12/13/2021, 12/07/2021, 12/07/2021
2529,32,4700004265,3,MONT_1201, 12/27/2021, , 12/27/2021
2530,32,4700004868,3,MONT_1201, 12/29/2021, , 12/29/2021
2531,32,4700020329,3,MONT_1201, 12/03/2021, 12/03/2021, 12/03/2021
2532,32,4700048494,3,MONT_1201, 12/03/2021, 12/03/2021, 12/03/2021
2533,32,4700001748,3,MONT_1201, 12/09/2021, 12/06/2021, 12/06/2021
2534,32,4700005871,3,MONT_1201, 12/03/2021, 12/03/2021, 12/03/2021
2535,32,4700025339,3,MONT_1201, 12/27/2021, , 12/27/2021
2536,32,4700030330,3,MONT_1201, 12/15/2021, 12/15/2021, 12/15/2021
2537,32,4700032789,3,MONT_1201, 12/27/2021, , 12/27/2021
2539,32,4700023298,3,MONT_1201, 12/10/2021, 12/13/2021, 12/13/2021
2540,32,4700008992,3,MONT_1201, 12/02/2021, 12/02/2021, 12/02/2021
2541,32,4700005282,3,MONT_1201, 12/22/2021, 12/22/2021, 12/22/2021
2542,32,4700047218,3,MONT_1201, 12/17/2021, 12/16/2021, 12/16/2021
2543,32,4700043419,3,MONT_1201, 12/06/2021, 12/07/2021, 12/07/2021
2544,32,4700003281,1,FOOD_1197, 11/23/2021, 11/23/2021, 11/23/2021
2545,32,4700038784,3,MONT_1201, 12/01/2021, 12/01/2021, 12/01/2021
2546,32,4700002970,3,MONT_1201, 12/13/2021, 12/13/2021, 12/13/2021
2547,32,4700040427,3,MONT_1201, 12/29/2021, , 12/29/2021
2548,32,4700039770,3,MONT_1201, 12/27/2021, , 12/27/2021
2549,32,4700004452,3,MONT_1201, 12/21/2021, 12/21/2021, 12/21/2021
2550,32,4700028920,3,MONT_1201, 12/21/2021, 12/20/2021, 12/20/2021
2551,32,4700000124,3,MONT_1201, 12/16/2021, 12/15/2021, 12/15/2021
2552,32,4700003581,3,MONT_1201, 12/14/2021, 12/14/2021, 12/14/2021
2554,32,4700002100,1,FOOD_1197, 11/08/2021, 11/08/2021, 11/08/2021
2555,32,4700006120,3,MONT_1201, 12/20/2021, 12/20/2021, 12/20/2021
2556,32,4700047271,3,MONT_1201, 12/22/2021, 12/21/2021, 12/21/2021
2557,32,4700008264,3,MONT_1201, 12/01/2021, 12/01/2021, 12/01/2021
2558,32,4700008685,3,MONT_1201, 12/17/2021, , 12/17/2021
2559,32,4700044015,3,MONT_1201, 12/27/2021, , 12/27/2021
2560,32,4700024235,3,MONT_1201, 12/14/2021, 12/16/2021, 12/16/2021
2561,32,4700048486,3,MONT_1201, 12/16/2021, 12/16/2021, 12/16/2021
2562,32,4700039516,3,MONT_1201, 12/07/2021, 12/07/2021, 12/07/2021
2563,32,4700044274,3,MONT_1201, 12/22/2021, 12/22/2021, 12/22/2021
2564,32,4700012503,3,MONT_1201, 12/20/2021, 12/20/2021, 12/20/2021
2565,32,4700045747,3,MONT_1201, 12/17/2021, 12/17/2021, 12/17/2021
2566,32,4700010109,3,MONT_1201, 12/07/2021, 12/07/2021, 12/07/2021
2567,32,4700029580,3,MONT_1201, 12/13/2021, 12/10/2021, 12/10/2021
2568,32,4700007415,3,MONT_1201, 12/29/2021, , 12/29/2021
2569,32,4700048479,3,MONT_1201, 12/01/2021, 12/06/2021, 12/06/2021
2570,32,4700027839,3,MONT_1201, 12/21/2021, 12/22/2021, 12/22/2021
2571,32,4700038383,3,MONT_1201, 12/06/2021, 12/07/2021, 12/07/2021
2572,32,4700025037,3,MONT_1201, 12/21/2021, 12/20/2021, 12/20/2021
2573,32,4700005512,3,MONT_1201, 12/22/2021, 12/22/2021, 12/22/2021
2574,32,4700042454,3,MONT_1201, 12/02/2021, 12/02/2021, 12/02/2021
2575,32,4700047172,3,MONT_1201, 12/07/2021, 12/07/2021, 12/07/2021
2576,32,4700022161,3,MONT_1201, 12/09/2021, 12/09/2021, 12/09/2021
2577,32,4700048454,3,MONT_1201, 12/21/2021, 12/22/2021, 12/22/2021
2578,32,4700047126,3,MONT_1201, 12/06/2021, 12/03/2021, 12/03/2021
2579,32,4700033774,3,MONT_1201, 12/14/2021, 12/14/2021, 12/14/2021
2580,32,4700030971,3,MONT_1201, 12/02/2021, 12/02/2021, 12/02/2021
2581,32,4700027081,3,MONT_1201, 12/09/2021, 12/09/2021, 12/09/2021
2582,32,4700022419,3,MONT_1201, 12/03/2021, 12/03/2021, 12/03/2021
2583,32,4700044310,1,FOOD_1197, 11/02/2021, 11/02/2021, 11/02/2021
2584,32,4700012975,3,MONT_1201, 12/02/2021, 12/13/2021, 12/13/2021
2585,32,4700020592,3,MONT_1201, 12/17/2021, 12/17/2021, 12/17/2021
2586,32,4700032422,3,MONT_1201, 12/23/2021, 12/23/2021, 12/23/2021
2587,32,4700021760,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2588,32,4700040921,3,MONT_1201, 12/13/2021, 12/13/2021, 12/13/2021
2589,32,4700041102,3,MONT_1201, 12/10/2021, 12/10/2021, 12/10/2021
2591,32,4700041628,3,MONT_1201, 12/28/2021, , 12/28/2021
2593,32,4700001004,3,MONT_1201, 12/17/2021, 12/13/2021, 12/13/2021
2594,32,4700003878,3,MONT_1201, 12/16/2021, , 12/16/2021
2596,32,4700034277,3,MONT_1201, 12/27/2021, , 12/27/2021
2599,32,4700007723,1,FOOD_1197, 11/25/2021, 11/26/2021, 11/26/2021
2600,32,4700034376,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2601,32,4700027908,3,MONT_1201, 12/15/2021, 12/23/2021, 12/23/2021
2602,32,4700023562,1,FOOD_1197, 11/10/2021, 11/10/2021, 11/10/2021
2603,32,4700048540,1,FOOD_1197, 11/15/2021, 11/17/2021, 11/17/2021
2606,32,4700005289,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2607,32,4700033526,3,MONT_1201, 12/10/2021, 12/10/2021, 12/10/2021
2608,32,4700006988,3,MONT_1201, 12/01/2021, 12/03/2021, 12/03/2021
2609,32,4700004831,3,MONT_1201, 12/13/2021, 12/13/2021, 12/13/2021
2610,32,4700024660,3,MONT_1201, 12/22/2021, 12/22/2021, 12/22/2021
2611,32,4700033421,3,MONT_1201, 12/07/2021, 12/06/2021, 12/06/2021
2612,32,4700002082,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2613,32,4700048555,3,MONT_1201, 12/10/2021, 12/17/2021, 12/17/2021
2614,32,4700000770,3,MONT_1201, 12/14/2021, 12/14/2021, 12/14/2021
2615,32,4700021977,1,FOOD_1197, 11/12/2021, 11/11/2021, 11/11/2021
2616,32,4700001665,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2617,32,4700040983,3,MONT_1201, 12/14/2021, 12/20/2021, 12/20/2021
2618,32,4700026563,3,MONT_1201, 12/01/2021, 12/01/2021, 12/01/2021
2619,32,4700021515,3,MONT_1201, 12/15/2021, 12/15/2021, 12/15/2021
2620,32,4700027257,3,MONT_1201, 12/16/2021, 12/15/2021, 12/15/2021
2621,32,4700024252,3,MONT_1201, 12/16/2021, 12/20/2021, 12/20/2021
2622,32,4700003427,3,MONT_1201, 12/07/2021, 12/07/2021, 12/07/2021
2623,32,4700004361,3,MONT_1201, 12/01/2021, 12/01/2021, 12/01/2021
2624,32,4700020724,3,MONT_1201, 12/16/2021, 12/16/2021, 12/16/2021
2625,32,4700025499,3,MONT_1201, 12/15/2021, 12/15/2021, 12/15/2021
2626,32,4700039135,3,MONT_1201, 12/21/2021, 12/22/2021, 12/22/2021
2627,32,4700011360,3,MONT_1201, 12/03/2021, 12/03/2021, 12/03/2021
2628,32,4700013698,3,MONT_1201, 12/16/2021, 12/15/2021, 12/15/2021
2629,32,4700014481,3,MONT_1201, 12/06/2021, 12/07/2021, 12/07/2021
2631,32,4700035115,1,FOOD_1197, 11/24/2021, 11/25/2021, 11/25/2021
2632,32,4700034823,3,MONT_1201, 12/09/2021, 12/07/2021, 12/07/2021
2633,32,4700023308,1,FOOD_1197, 11/10/2021, 11/10/2021, 11/10/2021
2634,32,4700040962,3,MONT_1201, 12/14/2021, 12/10/2021, 12/10/2021
2635,32,4700022650,3,MONT_1201, 12/21/2021, 12/20/2021, 12/20/2021
2636,32,4700014161,3,MONT_1201, 12/21/2021, 12/22/2021, 12/22/2021
2638,32,4700008859,1,FOOD_1197, 11/23/2021, 11/23/2021, 11/23/2021
2639,32,4700020198,3,MONT_1201, 12/03/2021, 12/03/2021, 12/03/2021
2640,32,4700048470,3,MONT_1201, 12/14/2021, 12/10/2021, 12/10/2021
2641,32,4700022612,3,MONT_1201, 12/28/2021, , 12/28/2021
2642,32,4700008106,3,MONT_1201, 12/10/2021, 12/09/2021, 12/09/2021
2643,32,4700005308,3,MONT_1201, 12/22/2021, , 12/22/2021
2644,32,4700035805,3,MONT_1201, 12/07/2021, 12/07/2021, 12/07/2021
2645,32,4700047122,3,MONT_1201, 12/22/2021, , 12/22/2021
2646,32,4700039810,3,MONT_1201, 12/23/2021, 12/23/2021, 12/23/2021
2647,32,4700047133,3,MONT_1201, 12/22/2021, , 12/22/2021
2648,32,4700047134,3,MONT_1201, 12/16/2021, 12/09/2021, 12/09/2021
2651,32,4700048444,3,MONT_1201, 12/15/2021, 12/15/2021, 12/15/2021
2652,32,4700039478,3,MONT_1201, 12/13/2021, 12/13/2021, 12/13/2021
2653,32,4700026719,3,MONT_1201, 12/02/2021, 12/02/2021, 12/02/2021
2657,32,4700044333,3,MONT_1201, 12/20/2021, 12/20/2021, 12/20/2021
2658,32,4700006982,3,MONT_1201, 12/16/2021, 12/15/2021, 12/15/2021
2659,32,4700002885,3,MONT_1201, 12/14/2021, 12/14/2021, 12/14/2021
2660,32,4700015986,3,MONT_1201, 12/01/2021, 12/06/2021, 12/06/2021
2661,32,4700013874,3,MONT_1201, 12/01/2021, 12/03/2021, 12/03/2021
2663,32,4700001576,3,MONT_1201, 12/13/2021, 12/13/2021, 12/13/2021
2664,32,4700032762,3,MONT_1201, 12/02/2021, 12/02/2021, 12/02/2021
2665,32,4700044509,3,MONT_1201, 12/02/2021, 12/02/2021, 12/02/2021
2666,32,4700031003,3,MONT_1201, 12/07/2021, 12/07/2021, 12/07/2021
2667,32,--99965027,3,MONT_1201, 12/09/2021, , 12/09/2021
2671,32,4700028344,1,FOOD_1197, 11/18/2021, 11/18/2021, 11/18/2021
2672,32,4700003281,3,MONT_1201, 12/23/2021, , 12/23/2021
2673,32,4700048419,3,MONT_1201, 12/17/2021, 12/20/2021, 12/20/2021
2674,32,4700033410,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2675,32,4700024516,3,MONT_1201, 12/27/2021, , 12/27/2021
2676,32,4700001091,3,MONT_1201, 12/14/2021, 12/13/2021, 12/13/2021
2677,32,4700021879,3,MONT_1201, 12/20/2021, , 12/20/2021
2679,32,4700021858,3,MONT_1201, 12/07/2021, 12/07/2021, 12/07/2021
2680,32,4700039456,3,MONT_1201, 12/09/2021, 12/09/2021, 12/09/2021
2681,32,4700040582,3,MONT_1201, 12/17/2021, , 12/17/2021
2682,32,4700004032,3,MONT_1201, 12/01/2021, 12/03/2021, 12/03/2021
2683,32,4700035527,3,MONT_1201, 12/23/2021, , 12/23/2021
2684,32,4700012733,3,MONT_1201, 12/02/2021, 12/02/2021, 12/02/2021
2685,32,4700044322,3,MONT_1201, 12/15/2021, 12/16/2021, 12/16/2021
2687,32,4700012676,1,FOOD_1197, 11/25/2021, 11/29/2021, 11/29/2021
2688,32,4700027946,1,FOOD_1197, 11/02/2021, 11/02/2021, 11/02/2021
2689,32,4700022834,3,MONT_1201, 12/22/2021, 12/22/2021, 12/22/2021
2690,32,4700003519,3,MONT_1201, 12/01/2021, 12/01/2021, 12/01/2021
2691,32,4700048595,3,MONT_1201, 12/13/2021, 12/14/2021, 12/14/2021
2692,32,4700003479,3,MONT_1201, 12/23/2021, , 12/23/2021
2695,32,4700046169,3,MONT_1201, 12/14/2021, 12/10/2021, 12/10/2021
2696,32,4700023308,3,MONT_1201, 12/09/2021, 12/13/2021, 12/13/2021
2701,32,4700034652,3,MONT_1201, 12/27/2021, , 12/27/2021
2702,32,4700031922,3,MONT_1201, 12/14/2021, 12/14/2021, 12/14/2021
2703,32,4700029756,1,FOOD_1197, 11/17/2021, 11/23/2021, 11/23/2021
2704,32,4700001542,3,MONT_1201, 12/23/2021, , 12/23/2021
2705,32,4700048604,3,MONT_1201, 12/10/2021, 12/16/2021, 12/16/2021
2706,32,4700044569,3,MONT_1201, 12/23/2021, 12/23/2021, 12/23/2021
2708,32,4700048574,3,MONT_1201, 12/01/2021, 12/13/2021, 12/13/2021
2709,32,4700046104,3,MONT_1201, 12/09/2021, 12/09/2021, 12/09/2021
2710,32,4700047136,3,MONT_1201, 12/15/2021, 12/15/2021, 12/15/2021
2711,32,4700044323,3,MONT_1201, 12/14/2021, 12/14/2021, 12/14/2021
2712,32,4700022130,3,MONT_1201, 12/21/2021, 12/23/2021, 12/23/2021
2713,32,4700000469,3,MONT_1201, 12/17/2021, 12/23/2021, 12/23/2021
2715,32,4700032850,3,MONT_1201, 12/03/2021, 12/03/2021, 12/03/2021
2716,32,4700004086,1,FOOD_1197, 11/12/2021, 11/29/2021, 11/29/2021
2717,32,4700002939,3,MONT_1201, 12/16/2021, 12/14/2021, 12/14/2021
2718,32,4700023964,3,MONT_1201, 12/17/2021, 12/20/2021, 12/20/2021
2719,32,4700026032,3,MONT_1201, 12/28/2021, , 12/28/2021
2722,32,4700048550,3,MONT_1201, 12/21/2021, 12/21/2021, 12/21/2021
2723,32,4700003647,3,MONT_1201, 12/23/2021, , 12/23/2021
2724,32,4700041986,3,MONT_1201, 12/17/2021, 12/13/2021, 12/13/2021
2725,32,4700005466,3,MONT_1201, 12/14/2021, 12/22/2021, 12/22/2021
2726,32,4700010168,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2727,32,4700003035,3,MONT_1201, 12/09/2021, 12/07/2021, 12/07/2021
2733,32,4700033876,3,MONT_1201, 12/27/2021, , 12/27/2021
2734,32,4700014112,1,FOOD_1197, 11/24/2021, 11/29/2021, 11/29/2021
2735,32,4700032515,3,MONT_1201, 12/10/2021, 12/10/2021, 12/10/2021
2736,32,4700006946,3,MONT_1201, 12/22/2021, , 12/22/2021
2738,32,4700022390,3,MONT_1201, 12/07/2021, 12/07/2021, 12/07/2021
2739,32,4700004152,3,MONT_1201, 12/07/2021, , 12/07/2021
2740,32,4700048456,3,MONT_1201, 12/02/2021, 12/02/2021, 12/02/2021
2741,32,4700024047,3,MONT_1201, 12/20/2021, 12/17/2021, 12/17/2021
2743,32,4700035044,3,MONT_1201, 12/16/2021, 12/13/2021, 12/13/2021
2744,32,4700028168,3,MONT_1201, 12/21/2021, , 12/21/2021
2745,32,4700033394,3,MONT_1201, 12/17/2021, 12/09/2021, 12/09/2021
2746,32,4700033817,3,MONT_1201, 12/22/2021, 12/22/2021, 12/22/2021
2747,32,4700023932,3,MONT_1201, 12/27/2021, , 12/27/2021
2749,32,4700039568,3,MONT_1201, 12/16/2021, 12/20/2021, 12/20/2021
2750,32,4700042194,3,MONT_1201, 12/23/2021, 12/23/2021, 12/23/2021
2751,32,4700011578,3,MONT_1201, 12/07/2021, 12/13/2021, 12/13/2021
2752,32,4700022250,3,MONT_1201, 12/14/2021, 12/13/2021, 12/13/2021
2753,32,4700047233,3,MONT_1201, 12/23/2021, 12/22/2021, 12/22/2021
2754,32,4700023413,3,MONT_1201, 12/03/2021, 12/03/2021, 12/03/2021
2755,32,4700000504,3,MONT_1201, 12/02/2021, 12/07/2021, 12/07/2021
2756,32,4700044284,3,MONT_1201, 12/14/2021, 12/07/2021, 12/07/2021
2757,32,4700043417,3,MONT_1201, 12/07/2021, 12/15/2021, 12/15/2021
2758,32,4700048466,3,MONT_1201, 12/21/2021, 12/21/2021, 12/21/2021
2760,32,4700033466,3,MONT_1201, 12/13/2021, 12/13/2021, 12/13/2021
2762,32,4700040576,3,MONT_1201, 12/22/2021, 12/22/2021, 12/22/2021
2765,32,4700032841,3,MONT_1201, 12/07/2021, 12/13/2021, 12/13/2021
2766,32,4700027474,1,FOOD_1197, 11/05/2021, 11/05/2021, 11/05/2021
2767,32,4700028513,3,MONT_1201, 12/21/2021, 12/20/2021, 12/20/2021
2768,32,4700025692,3,MONT_1201, 12/20/2021, 12/20/2021, 12/20/2021
2769,32,4700035157,3,MONT_1201, 12/27/2021, , 12/27/2021
2770,32,4700008102,3,MONT_1201, 12/10/2021, 12/09/2021, 12/09/2021
2771,32,4700034153,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2772,32,4700027607,3,MONT_1201, 12/01/2021, 12/01/2021, 12/01/2021
2773,32,4700034814,3,MONT_1201, 12/21/2021, , 12/21/2021
2774,32,4700043433,3,MONT_1201, 12/15/2021, 12/15/2021, 12/15/2021
2775,32,4700022416,3,MONT_1201, 12/07/2021, 12/06/2021, 12/06/2021
2777,32,4700031241,3,MONT_1201, 12/14/2021, 12/14/2021, 12/14/2021
2778,32,4700023644,3,MONT_1201, 12/17/2021, 12/15/2021, 12/15/2021
2779,32,4700040714,3,MONT_1201, 12/15/2021, 12/14/2021, 12/14/2021
2780,32,4700044283,3,MONT_1201, 12/20/2021, 12/20/2021, 12/20/2021
2782,32,4700026213,3,MONT_1201, 12/17/2021, 12/17/2021, 12/17/2021
2784,32,4700001566,3,MONT_1201, 12/01/2021, 12/02/2021, 12/02/2021
2785,32,4700047166,3,MONT_1201, 12/10/2021, 12/13/2021, 12/13/2021
2786,32,4700008377,3,MONT_1201, 12/03/2021, 12/03/2021, 12/03/2021
2787,32,4700041940,3,MONT_1201, 12/20/2021, 12/20/2021, 12/20/2021
2788,32,4700005037,3,MONT_1201, 12/22/2021, , 12/22/2021
2789,32,4700048416,3,MONT_1201, 12/14/2021, 12/14/2021, 12/14/2021
2790,32,4700004889,3,MONT_1201, 12/10/2021, 12/07/2021, 12/07/2021
2791,32,4700003329,3,MONT_1201, 12/28/2021, , 12/28/2021
2792,32,4700002299,3,MONT_1201, 12/22/2021, 12/21/2021, 12/21/2021
2794,32,4700044988,3,MONT_1201, 12/21/2021, 12/23/2021, 12/23/2021
2795,32,4700031924,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2796,32,4700039065,3,MONT_1201, 12/13/2021, 12/15/2021, 12/15/2021
2797,32,4700022712,3,MONT_1201, 12/13/2021, 12/13/2021, 12/13/2021
2798,32,4700002974,3,MONT_1201, 12/02/2021, , 12/02/2021
2799,32,4700012480,1,FOOD_1197, 11/10/2021, 11/23/2021, 11/23/2021
2800,32,4700016394,1,FOOD_1197, 11/02/2021, 11/02/2021, 11/02/2021
2801,32,4700020417,1,FOOD_1197, 11/25/2021, 11/25/2021, 11/25/2021
2802,32,4700034944,3,MONT_1201, 12/17/2021, 12/16/2021, 12/16/2021
2803,32,4700005655,3,MONT_1201, 12/14/2021, 12/13/2021, 12/13/2021
2804,32,4700024901,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2805,32,4700006749,3,MONT_1201, 12/29/2021, , 12/29/2021
2806,32,4700006265,3,MONT_1201, 12/03/2021, 12/03/2021, 12/03/2021
2807,32,4700035066,3,MONT_1201, 12/17/2021, 12/17/2021, 12/17/2021
2808,32,4700022786,3,MONT_1201, 12/22/2021, 12/20/2021, 12/20/2021
2810,32,4700038452,3,MONT_1201, 12/20/2021, 12/22/2021, 12/22/2021
2811,32,4700001015,3,MONT_1201, 12/20/2021, 12/20/2021, 12/20/2021
2812,32,4700020418,3,MONT_1201, 12/07/2021, , 12/07/2021
2813,32,4700008182,3,MONT_1201, 12/02/2021, 12/13/2021, 12/13/2021
2814,32,4700032495,3,MONT_1201, 12/17/2021, 12/17/2021, 12/17/2021
2815,32,4700006209,3,MONT_1201, 12/17/2021, 12/16/2021, 12/16/2021
2818,32,4700032690,3,MONT_1201, 12/14/2021, 12/15/2021, 12/15/2021
2819,32,4700032788,3,MONT_1201, 12/17/2021, 12/21/2021, 12/21/2021
2820,32,4700000068,3,MONT_1201, 12/29/2021, , 12/29/2021
2821,32,4700011527,3,MONT_1201, 12/27/2021, , 12/27/2021
2822,32,4700007909,3,MONT_1201, 12/13/2021, 12/13/2021, 12/13/2021
2823,32,4700027826,3,MONT_1201, 12/29/2021, , 12/29/2021
2824,32,4700024582,3,MONT_1201, 12/02/2021, 12/02/2021, 12/02/2021
2826,32,4700039457,3,MONT_1201, 12/09/2021, 12/09/2021, 12/09/2021
2827,32,4700004635,3,MONT_1201, 12/13/2021, 12/07/2021, 12/07/2021
2828,32,4700010017,3,MONT_1201, 12/06/2021, 12/07/2021, 12/07/2021
2829,32,4700021445,3,MONT_1201, 12/22/2021, 12/23/2021, 12/23/2021
2830,32,4700039495,3,MONT_1201, 12/14/2021, 12/14/2021, 12/14/2021
2831,32,4700040373,3,MONT_1201, 12/16/2021, 12/16/2021, 12/16/2021
2832,32,4700004332,3,MONT_1201, 12/02/2021, , 12/02/2021
2833,32,4700002244,1,FOOD_1197, 11/25/2021, 11/29/2021, 11/29/2021
2834,32,4700033263,1,FOOD_1197, 11/19/2021, 11/19/2021, 11/19/2021
2835,32,4700045618,3,MONT_1201, 12/07/2021, 12/07/2021, 12/07/2021
2836,32,4700048431,3,MONT_1201, 12/14/2021, 12/14/2021, 12/14/2021
2837,32,4700047251,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2838,32,4700003830,3,MONT_1201, 12/29/2021, , 12/29/2021
2839,32,4700035083,3,MONT_1201, 12/27/2021, , 12/27/2021
2840,32,4700032154,3,MONT_1201, 12/20/2021, 12/20/2021, 12/20/2021
2841,32,4700030412,3,MONT_1201, 12/21/2021, 12/22/2021, 12/22/2021
2842,32,4700013269,3,MONT_1201, 12/02/2021, 12/02/2021, 12/02/2021
2843,32,4700025972,3,MONT_1201, 12/07/2021, 12/09/2021, 12/09/2021
2845,32,4700038616,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2846,32,4700048606,3,MONT_1201, 12/07/2021, 12/07/2021, 12/07/2021
2847,32,4700020647,3,MONT_1201, 12/06/2021, 12/07/2021, 12/07/2021
2848,32,4700015994,3,MONT_1201, 12/29/2021, , 12/29/2021
2849,32,4700027733,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2850,32,4700032245,3,MONT_1201, 12/03/2021, , 12/03/2021
2851,32,4700010614,3,MONT_1201, 12/02/2021, 12/02/2021, 12/02/2021
2852,32,4700044698,3,MONT_1201, 12/22/2021, 12/22/2021, 12/22/2021
2853,32,4700010964,3,MONT_1201, 12/06/2021, 12/02/2021, 12/02/2021
2854,32,4700047087,3,MONT_1201, 12/16/2021, 12/15/2021, 12/15/2021
2855,32,4700026584,3,MONT_1201, 12/15/2021, 12/14/2021, 12/14/2021
2856,32,4700025626,3,MONT_1201, 12/01/2021, 12/02/2021, 12/02/2021
2857,32,4700029252,3,MONT_1201, 12/29/2021, , 12/29/2021
2858,32,4700048439,3,MONT_1201, 12/21/2021, 12/17/2021, 12/17/2021
2859,32,4700048524,3,MONT_1201, 12/16/2021, 12/13/2021, 12/13/2021
2860,32,4700006663,3,MONT_1201, 12/23/2021, , 12/23/2021
2861,32,4700020778,3,MONT_1201, 12/15/2021, , 12/15/2021
2862,32,4700011948,3,MONT_1201, 12/20/2021, 12/21/2021, 12/21/2021
2863,32,4700025172,3,MONT_1201, 12/27/2021, , 12/27/2021
2864,32,4700033063,3,MONT_1201, 12/23/2021, 12/23/2021, 12/23/2021
2865,32,4700007317,3,MONT_1201, 12/29/2021, , 12/29/2021
2866,32,4700040570,3,MONT_1201, 12/20/2021, 12/21/2021, 12/21/2021
2867,32,4700030539,3,MONT_1201, 12/15/2021, 12/14/2021, 12/14/2021
2868,32,4700031477,3,MONT_1201, 12/07/2021, 12/07/2021, 12/07/2021
2869,32,4700016514,3,MONT_1201, 12/28/2021, , 12/28/2021
2873,32,4700006961,3,MONT_1201, 12/15/2021, 12/15/2021, 12/15/2021
2874,32,4700033639,3,MONT_1201, 12/13/2021, 12/13/2021, 12/13/2021
2876,32,4700017019,3,MONT_1201, 12/22/2021, , 12/22/2021
2877,32,4700023982,3,MONT_1201, 12/17/2021, 12/17/2021, 12/17/2021
2878,32,4700041696,3,MONT_1201, 12/15/2021, 12/15/2021, 12/15/2021
2879,32,4700032051,3,MONT_1201, 12/21/2021, 12/22/2021, 12/22/2021
2880,32,4700011215,3,MONT_1201, 12/14/2021, 12/10/2021, 12/10/2021
2881,32,4700004097,3,MONT_1201, 12/22/2021, , 12/22/2021
2882,32,4700023213,3,MONT_1201, 12/09/2021, 12/08/2021, 12/08/2021
2883,32,4700035026,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2884,32,4700027385,3,MONT_1201, 12/13/2021, 12/13/2021, 12/13/2021
2885,32,4700000677,3,MONT_1201, 12/29/2021, , 12/29/2021
2886,32,4700017584,3,MONT_1201, 12/27/2021, , 12/27/2021
2887,32,4700013205,3,MONT_1201, 12/16/2021, 12/16/2021, 12/16/2021
2888,32,4700000596,3,MONT_1201, 12/30/2021, , 12/30/2021
2890,32,4700008107,3,MONT_1201, 12/10/2021, 12/09/2021, 12/09/2021
2892,32,4700020118,3,MONT_1201, 12/21/2021, 12/21/2021, 12/21/2021
2893,32,4700022720,3,MONT_1201, 12/16/2021, 12/16/2021, 12/16/2021
2894,32,4700047192,3,MONT_1201, 12/07/2021, 12/03/2021, 12/03/2021
2895,32,4700005444,3,MONT_1201, 12/07/2021, , 12/07/2021
2896,32,4700048451,3,MONT_1201, 12/15/2021, , 12/15/2021
2899,32,4700022657,3,MONT_1201, 12/16/2021, 12/16/2021, 12/16/2021
2900,32,4700021977,3,MONT_1201, 12/16/2021, 12/15/2021, 12/15/2021
2901,32,4700001198,3,MONT_1201, 12/13/2021, 12/10/2021, 12/10/2021
2902,32,4700013628,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2903,32,4700008521,3,MONT_1201, 12/23/2021, 12/23/2021, 12/23/2021
2904,32,4700024270,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2905,32,4700040602,3,MONT_1201, 12/17/2021, 12/17/2021, 12/17/2021
2906,32,4700003375,3,MONT_1201, 12/06/2021, 12/06/2021, 12/06/2021
2908,32,4700003370,3,MONT_1201, 12/21/2021, 12/22/2021, 12/22/2021
2910,32,4700010990,3,MONT_1201, 12/29/2021, , 12/29/2021
2911,32,4700032838,3,MONT_1201, 12/17/2021, 12/20/2021, 12/20/2021
2912,32,4700032636,3,MONT_1201, 12/16/2021, 12/20/2021, 12/20/2021
2913,32,4700025063,3,MONT_1201, 12/28/2021, , 12/28/2021
2914,32,4700020570,3,MONT_1201, 12/17/2021, 12/17/2021, 12/17/2021
2915,32,4700038799,3,MONT_1201, 12/27/2021, , 12/27/2021
2916,32,4700023139,3,MONT_1201, 12/21/2021, 12/21/2021, 12/21/2021
2917,32,4700039569,3,MONT_1201, 12/21/2021, 12/21/2021, 12/21/2021
2918,32,4700039561,3,MONT_1201, 12/20/2021, 12/20/2021, 12/20/2021
